年,月,日,時,気温(℃),風速(m/s),風速(m/s),降水量(mm),降水量(mm)
2018,12,19,17,11.0,3.8,南南西,0,1
2018,12,19,18,10.2,2.1,南西,0,1
2018,12,19,19,8.5,2.6,南南西,0,1
2018,12,19,20,9.6,4.2,南南西,0,1
2018,12,19,21,7.1,1.2,西,0,1
2018,12,19,22,7.6,2.3,北北東,0,1
2018,12,19,23,6.7,2.2,北北東,0,1
2018,12,19,24,6.1,1.0,北北西,0,1
2018,12,20,1,5.6,0.6,北,0,1
2018,12,20,2,6.9,1.8,北北西,0,1
2018,12,20,3,5.3,2.8,北西,0,1
2018,12,20,4,5.3,1.7,西北西,0,1
2018,12,20,5,4.6,1.8,西,0,1
2018,12,20,6,4.9,2.1,西,0,1
2018,12,20,7,4.5,1.1,西南西,0,1
2018,12,20,8,6.5,0.6,南西,0,1
2018,12,20,9,8.9,2.1,北西,0,1
2018,12,20,10,10.7,0.6,北東,0,1
2018,12,20,11,12.2,2.0,西北西,0,1
2018,12,20,12,12.9,0.7,東,0,1
2018,12,20,13,13.3,1.7,南,0,1
2018,12,20,14,13.2,1.6,南南西,0,1
2018,12,20,15,13.2,2.0,南,0,1
2018,12,20,16,10.9,2.3,南,0,1
2018,12,20,17,10.3,2.0,北東,0,1
2018,12,20,18,9.9,1.4,北東,0,1
2018,12,20,19,10.1,2.7,北北東,0,1
2018,12,20,20,9.3,1.6,北東,0,1
2018,12,20,21,9.4,1.7,北北東,0,1
2018,12,20,22,7.3,2.6,西北西,0,1
2018,12,20,23,7.2,1.6,北北西,0,1
2018,12,20,24,7.1,1.9,北北西,0,1
2018,12,21,1,6.0,1.8,北北西,0,1
2018,12,21,2,5.8,2.2,北北西,0,1
2018,12,21,3,6.2,1.0,北北西,0,1
2018,12,21,4,4.8,0.9,北,0,1
2018,12,21,5,4.9,1.5,北北東,0,1
2018,12,21,6,4.0,0.6,北北西,0,1
2018,12,21,7,5.2,2.2,北,0,1
2018,12,21,8,5.6,1.4,北,0,1
2018,12,21,9,8.1,1.8,北西,0,1
2018,12,21,10,10.3,2.1,北北西,0,1
2018,12,21,11,11.5,2.2,北,0,1
2018,12,21,12,12.4,1.2,北北西,0,1
2018,12,21,13,13.7,1.5,北東,0,1
2018,12,21,14,12.6,1.1,北東,0,1
2018,12,21,15,13.1,2.1,北北東,0,1
2018,12,21,16,12.4,2.2,南南東,0,1
2018,12,21,17,9.5,2.6,南南東,0,1
2018,12,21,18,9.0,1.7,南南東,0,1
2018,12,21,19,9.0,2.3,南南東,0,1
2018,12,21,20,8.4,1.8,南,0,1
2018,12,21,21,10.5,1.6,南東,0,1
2018,12,21,22,10.9,1.1,南西,0.0,0
2018,12,21,23,10.1,2.6,北西,0.0,0
2018,12,21,24,9.1,2.9,西北西,0,1
2018,12,22,1,8.5,2.1,西北西,0,1
2018,12,22,2,8.5,2.3,西北西,0.0,0
2018,12,22,3,8.8,2.2,北北西,0,1
2018,12,22,4,8.5,1.9,北西,0,1
2018,12,22,5,6.9,0.7,北西,0,1
2018,12,22,6,7.6,1.4,北,0,1
2018,12,22,7,7.3,2.3,北北西,0,1
2018,12,22,8,7.7,1.8,北,0,1
2018,12,22,9,9.2,1.7,北北西,0,1
2018,12,22,10,9.9,1.8,北,0,1
2018,12,22,11,10.4,1.2,北北東,0,1
2018,12,22,12,10.7,1.4,北,0.0,0
2018,12,22,13,9.9,1.6,北北西,0.0,0
2018,12,22,14,9.7,1.6,北北東,0.5,0
2018,12,22,15,9.2,1.0,南西,0.0,0
2018,12,22,16,9.4,1.8,北北西,0.0,0
2018,12,22,17,9.3,0.9,北北西,0.0,0
2018,12,22,18,9.4,1.1,西北西,0.0,0
2018,12,22,19,9.4,2.2,北西,0.0,0
2018,12,22,20,9.3,0.8,北西,0.0,0
2018,12,22,21,9.6,2.5,北西,0,1
2018,12,22,22,9.8,0.9,北,0,1
2018,12,22,23,8.7,0.9,北西,0,1
2018,12,22,24,9.3,0.6,北,0,1
2018,12,23,1,10.0,1.3,北,0,1
2018,12,23,2,10.1,1.9,北東,0,1
2018,12,23,3,10.6,1.2,北西,0,1
2018,12,23,4,10.3,2.3,西北西,0,1
2018,12,23,5,9.9,2.2,西北西,0,1
2018,12,23,6,9.2,1.8,北西,0,1
2018,12,23,7,9.4,2.0,北西,0,1
2018,12,23,8,10.3,2.5,北西,0,1
2018,12,23,9,10.8,1.7,北北西,0,1
2018,12,23,10,11.3,1.9,北西,0.0,0
2018,12,23,11,11.3,2.1,北西,0.0,0
2018,12,23,12,10.9,2.2,北北西,0.0,0
2018,12,23,13,10.3,1.3,西,0.0,0
2018,12,23,14,9.8,0.6,北西,0.5,0
2018,12,23,15,10.2,1.7,北北西,0.0,0
2018,12,23,16,9.7,1.2,北東,0.0,0
2018,12,23,17,9.5,0.7,西南西,0.0,0
2018,12,23,18,9.8,3.3,北西,0,1
2018,12,23,19,10.0,1.6,北西,0,1
2018,12,23,20,9.9,1.5,北北西,0,1
2018,12,23,21,9.8,1.8,北西,0,1
2018,12,23,22,9.3,3.0,北西,0,1
2018,12,23,23,7.8,1.9,西北西,0,1
2018,12,23,24,8.3,2.2,北西,0,1
2018,12,24,1,8.9,2.9,北北西,0,1
2018,12,24,2,8.4,3.5,北西,0,1
2018,12,24,3,7.8,2.7,北西,0,1
2018,12,24,4,9.2,2.4,北北西,0,1
2018,12,24,5,9.4,2.6,北西,0,1
2018,12,24,6,9.2,3.7,北北西,0,1
2018,12,24,7,8.9,4.6,北北西,0,1
2018,12,24,8,8.7,4.1,北北西,0,1
2018,12,24,9,9.1,5.3,北北西,0,1
2018,12,24,10,9.8,5.1,北北西,0,1
2018,12,24,11,10.5,5.3,北北西,0,1
2018,12,24,12,10.6,4.5,北,0,1
2018,12,24,13,10.7,6.5,北西,0,1
2018,12,24,14,10.3,4.6,北北西,0,1
2018,12,24,15,9.2,5.5,北北西,0,1
2018,12,24,16,8.5,4.7,北北西,0,1
2018,12,24,17,7.6,4.7,北西,0,1
2018,12,24,18,6.9,3.5,北北西,0,1
2018,12,24,19,6.3,3.4,北北西,0,1
2018,12,24,20,6.0,3.8,北北西,0,1
2018,12,24,21,5.5,3.3,北北西,0,1
2018,12,24,22,5.2,2.9,北北西,0,1
2018,12,24,23,4.8,1.9,北,0,1
2018,12,24,24,4.9,2.8,北北西,0,1
2018,12,25,1,4.1,2.0,北北東,0,1
2018,12,25,2,3.8,2.1,北北東,0,1
2018,12,25,3,3.5,1.8,北,0,1
2018,12,25,4,3.9,2.7,北西,0,1
2018,12,25,5,4.0,2.4,北東,0,1
2018,12,25,6,3.2,2.0,北北西,0,1
2018,12,25,7,3.4,2.1,北北東,0,1
2018,12,25,8,4.3,0.8,北,0,1
2018,12,25,9,5.4,2.1,北西,0,1
2018,12,25,10,6.9,1.9,北,0,1
2018,12,25,11,7.4,3.0,北西,0,1
2018,12,25,12,7.9,1.6,北東,0,1
2018,12,25,13,8.3,1.7,東北東,0,1
2018,12,25,14,8.7,1.2,北北東,0,1
2018,12,25,15,8.9,1.5,南,0,1
2018,12,25,16,9.0,2.6,南南東,0,1
2018,12,25,17,8.2,1.8,南東,0,1
2018,12,25,18,6.1,1.2,北東,0,1
2018,12,25,19,6.0,0.7,南,0,1
2018,12,25,20,5.9,1.6,北西,0,1
2018,12,25,21,5.2,1.0,西北西,0,1
2018,12,25,22,5.1,1.1,北北西,0,1
2018,12,25,23,5.3,1.9,北北西,0,1
2018,12,25,24,5.2,2.2,北北西,0,1
2018,12,26,1,4.0,0.9,北北西,0,1
2018,12,26,2,2.9,1.3,北西,0,1
2018,12,26,3,3.5,2.4,北,0,1
2018,12,26,4,3.4,1.8,北北西,0,1
2018,12,26,5,2.4,1.8,北西,0,1
2018,12,26,6,1.3,1.9,西北西,0,1
2018,12,26,7,2.2,0.8,北,0,1
2018,12,26,8,4.5,1.4,西南西,0,1
2018,12,26,9,6.5,0.9,西北西,0,1
2018,12,26,10,8.4,1.2,西,0,1
2018,12,26,11,9.5,1.0,西北西,0,1
2018,12,26,12,10.8,1.4,北北西,0,1
2018,12,26,13,10.7,2.9,北北西,0,1
2018,12,26,14,10.5,1.7,北北東,0,1
2018,12,26,15,11.0,1.4,北北東,0,1
2018,12,26,16,10.4,0.6,北北東,0,1
2018,12,26,17,10.6,1.9,東南東,0,1
2018,12,26,18,10.6,2.2,北北東,0,1
2018,12,26,19,8.7,0.9,東,0,1
2018,12,26,20,8.3,1.7,北西,0,1
2018,12,26,21,8.5,1.5,西北西,0,1
2018,12,26,22,9.0,3.4,西北西,0,1
2018,12,26,23,8.5,1.8,北北西,0,1
2018,12,26,24,8.4,1.7,北北西,0,1
2018,12,27,1,7.3,1.5,北西,0,1
2018,12,27,2,8.2,2.7,北西,0,1
2018,12,27,3,7.6,3.3,北西,0,1
2018,12,27,4,8.2,2.5,北北西,0,1
2018,12,27,5,7.8,2.1,北北西,0,1
2018,12,27,6,7.5,2.1,北北西,0,1
2018,12,27,7,6.4,2.0,北北西,0,1
2018,12,27,8,7.4,2.4,北北東,0,1
2018,12,27,9,8.6,2.1,北北西,0,1
2018,12,27,10,10.2,3.0,北北西,0,1
2018,12,27,11,11.5,1.6,北,0,1
2018,12,27,12,12.5,3.6,北北西,0,1
2018,12,27,13,13.0,2.9,北北西,0,1
2018,12,27,14,13.1,1.4,東,0,1
2018,12,27,15,12.4,1.6,南,0,1
2018,12,27,16,11.7,2.8,南南東,0,1
2018,12,27,17,9.7,1.7,南,0,1
2018,12,27,18,8.9,1.6,西北西,0,1
2018,12,27,19,9.8,2.7,北西,0,1
2018,12,27,20,7.8,3.3,西北西,0,1
2018,12,27,21,7.5,4.3,北西,0,1
2018,12,27,22,6.3,2.1,北西,0,1
2018,12,27,23,5.7,2.8,北西,0,1
2018,12,27,24,5.7,4.5,北西,0,1
2018,12,28,1,5.4,3.7,北西,0,1
2018,12,28,2,4.6,4.7,北西,0,1
2018,12,28,3,4.1,4.8,北北西,0,1
2018,12,28,4,3.5,2.8,北,0,1
2018,12,28,5,3.1,3.4,北,0,1
2018,12,28,6,3.2,4.1,北西,0,1
2018,12,28,7,2.9,3.6,北北西,0,1
2018,12,28,8,3.8,4.8,北北西,0,1
2018,12,28,9,5.3,5.9,北西,0,1
2018,12,28,10,6.4,5.9,北西,0,1
2018,12,28,11,7.1,7.5,北西,0,1
2018,12,28,12,7.9,6.0,北北西,0,1
2018,12,28,13,7.6,5.1,北北西,0,1
2018,12,28,14,7.2,5.1,北西,0,1
2018,12,28,15,6.9,5.9,北北西,0,1
2018,12,28,16,6.3,5.4,北西,0,1
2018,12,28,17,5.7,4.5,北北西,0,1
2018,12,28,18,4.8,4.9,北北西,0,1
2018,12,28,19,4.0,4.5,北西,0,1
2018,12,28,20,3.5,2.7,北西,0,1
2018,12,28,21,3.1,1.7,北西,0,1
2018,12,28,22,3.3,3.9,北北西,0,1
2018,12,28,23,2.1,2.8,北西,0,1
2018,12,28,24,3.2,5.0,北西,0,1
2018,12,29,1,2.2,4.1,西北西,0,1
2018,12,29,2,3.5,5.4,北西,0,1
2018,12,29,3,2.5,2.4,北西,0,1
2018,12,29,4,1.6,3.3,北西,0,1
2018,12,29,5,0.5,1.4,北西,0,1
2018,12,29,6,-0.5,2.4,西北西,0,1
2018,12,29,7,-0.2,2.1,西,0,1
2018,12,29,8,2.6,2.2,南西,0,1
2018,12,29,9,5.1,1.2,西南西,0,1
2018,12,29,10,7.2,2.7,西北西,0,1
2018,12,29,11,8.6,3.1,南西,0,1
2018,12,29,12,8.2,3.1,西,0,1
2018,12,29,13,9.3,1.8,西北西,0,1
2018,12,29,14,8.8,4.2,北西,0,1
2018,12,29,15,7.3,2.9,北,0,1
2018,12,29,16,6.5,4.1,北北西,0,1
2018,12,29,17,5.4,3.4,北,0,1
2018,12,29,18,4.9,4.3,北北西,0,1
2018,12,29,19,4.0,4.0,北北西,0,1
2018,12,29,20,3.8,5.3,北西,0,1
2018,12,29,21,3.4,3.2,北北西,0,1
2018,12,29,22,2.8,4.4,北北西,0,1
2018,12,29,23,3.3,3.7,北西,0,1
2018,12,29,24,3.3,4.6,北西,0,1
2018,12,30,1,3.1,5.2,北北西,0,1
2018,12,30,2,2.1,3.7,北北西,0,1
2018,12,30,3,2.6,3.7,北北西,0,1
2018,12,30,4,3.1,4.6,北西,0,1
2018,12,30,5,0.5,0.7,北西,0,1
2018,12,30,6,2.1,3.6,北西,0,1
2018,12,30,7,1.8,2.7,北西,0,1
2018,12,30,8,3.2,1.7,北北西,0,1
2018,12,30,9,5.6,4.3,西北西,0,1
2018,12,30,10,7.4,5.5,北西,0,1
2018,12,30,11,8.5,5.5,北西,0,1
2018,12,30,12,9.1,8.1,北西,0,1
2018,12,30,13,9.6,5.7,北西,0,1
2018,12,30,14,9.1,5.3,北西,0,1
2018,12,30,15,7.6,5.0,北北西,0,1
2018,12,30,16,6.9,3.3,北北西,0,1
2018,12,30,17,6.0,5.9,北北西,0,1
2018,12,30,18,5.7,3.8,北北西,0,1
2018,12,30,19,4.7,4.1,北北西,0,1
2018,12,30,20,4.1,3.9,北,0,1
2018,12,30,21,3.9,4.0,北北西,0,1
2018,12,30,22,3.5,3.3,北西,0,1
2018,12,30,23,2.9,4.2,北西,0,1
2018,12,30,24,2.2,1.6,北北西,0,1
2018,12,31,1,1.4,2.7,北西,0,1
2018,12,31,2,1.5,1.8,北北西,0,1
2018,12,31,3,2.2,2.7,北西,0,1
2018,12,31,4,1.6,2.8,西北西,0,1
2018,12,31,5,1.5,1.7,北北西,0,1
2018,12,31,6,2.2,3.4,北西,0,1
2018,12,31,7,1.8,2.2,北北西,0,1
2018,12,31,8,3.5,2.8,北西,0,1
2018,12,31,9,5.3,3.5,北西,0,1
2018,12,31,10,7.1,4.3,北西,0,1
2018,12,31,11,7.9,3.3,北北西,0,1
2018,12,31,12,8.2,4.6,北北西,0,1
2018,12,31,13,8.5,4.2,北北西,0,1
2018,12,31,14,8.4,3.5,北北西,0,1
2018,12,31,15,8.3,2.5,北北西,0,1
2018,12,31,16,8.1,1.6,北北東,0,1
2018,12,31,17,6.8,2.2,北北西,0,1
2018,12,31,18,6.0,1.5,北西,0,1
2018,12,31,19,5.8,2.8,北西,0,1
2018,12,31,20,5.3,2.9,北西,0,1
2018,12,31,21,4.8,2.8,北西,0,1
2018,12,31,22,4.2,1.9,北西,0,1
2018,12,31,23,4.6,2.4,北西,0,1
2018,12,31,24,2.7,1.3,北北西,0,1
2019,1,1,1,1.4,1.2,西北西,0,1
2019,1,1,2,2.1,2.5,西北西,0,1
2019,1,1,3,1.5,2.0,北西,0,1
2019,1,1,4,1.4,2.2,西北西,0,1
2019,1,1,5,1.1,2.1,北西,0,1
2019,1,1,6,2.5,2.0,北西,0,1
2019,1,1,7,1.5,2.3,北西,0,1
2019,1,1,8,3.1,2.7,北西,0,1
2019,1,1,9,5.8,3.0,北北西,0,1
2019,1,1,10,7.1,3.6,北北西,0,1
2019,1,1,11,8.6,2.6,北西,0,1
2019,1,1,12,9.6,3.1,西北西,0,1
2019,1,1,13,10.2,1.4,北北西,0,1
2019,1,1,14,10.2,1.6,南南東,0,1
2019,1,1,15,9.2,4.2,南南東,0,1
2019,1,1,16,8.6,2.1,南南東,0,1
2019,1,1,17,6.4,1.8,南南東,0,1
2019,1,1,18,6.2,2.6,南,0,1
2019,1,1,19,6.0,1.6,南東,0,1
2019,1,1,20,5.9,2.4,南東,0,1
2019,1,1,21,5.6,1.6,東南東,0,1
2019,1,1,22,5.5,1.4,北,0,1
2019,1,1,23,4.4,2.2,西北西,0,1
2019,1,1,24,4.2,3.2,北西,0,1
2019,1,2,1,2.7,2.4,西北西,0,1
2019,1,2,2,3.0,2.5,北北西,0,1
2019,1,2,3,2.9,1.8,北北西,0,1
2019,1,2,4,3.1,2.6,北北西,0,1
2019,1,2,5,3.3,2.9,北北西,0,1
2019,1,2,6,3.0,2.2,北北西,0,1
2019,1,2,7,4.1,2.9,北北西,0,1
2019,1,2,8,5.3,3.9,北西,0,1
2019,1,2,9,7.3,3.7,北北西,0,1
2019,1,2,10,8.3,2.8,北北西,0,1
2019,1,2,11,9.4,3.9,北西,0,1
2019,1,2,12,10.3,3.9,北北西,0,1
2019,1,2,13,10.4,4.0,北北西,0,1
2019,1,2,14,10.2,3.7,北北西,0,1
2019,1,2,15,9.7,4.5,北西,0,1
2019,1,2,16,9.5,2.8,北北西,0,1
2019,1,2,17,8.2,2.6,北北西,0,1
2019,1,2,18,7.5,2.7,北北西,0,1
2019,1,2,19,6.3,2.7,北北西,0,1
2019,1,2,20,6.1,1.6,北,0,1
2019,1,2,21,4.8,1.6,北北西,0,1
2019,1,2,22,4.9,2.1,北北西,0,1
2019,1,2,23,4.3,2.0,北北西,0,1
2019,1,2,24,4.2,2.2,北北西,0,1
2019,1,3,1,3.2,2.0,北,0,1
2019,1,3,2,2.2,2.0,西北西,0,1
2019,1,3,3,1.3,2.5,西北西,0,1
2019,1,3,4,0.7,2.0,北西,0,1
2019,1,3,5,1.3,2.1,北西,0,1
2019,1,3,6,1.2,2.1,北西,0,1
2019,1,3,7,0.2,1.7,西北西,0,1
2019,1,3,8,2.3,2.6,北西,0,1
2019,1,3,9,4.9,3.7,北西,0,1
2019,1,3,10,6.7,2.1,北北西,0,1
2019,1,3,11,8.5,2.2,北西,0,1
2019,1,3,12,10.2,3.1,北北西,0,1
2019,1,3,13,10.4,3.7,北北西,0,1
2019,1,3,14,9.8,5.6,北西,0,1
2019,1,3,15,9.1,4.5,北北西,0,1
2019,1,3,16,8.1,4.3,北北西,0,1
2019,1,3,17,7.1,4.4,北北西,0,1
2019,1,3,18,6.1,3.2,北北西,0,1
2019,1,3,19,5.1,2.6,北西,0,1
2019,1,3,20,4.9,2.8,北西,0,1
2019,1,3,21,4.1,3.0,北西,0,1
2019,1,3,22,3.9,3.0,北西,0,1
2019,1,3,23,3.4,2.7,北西,0,1
2019,1,3,24,3.3,1.7,北北西,0,1
2019,1,4,1,2.4,0.8,北北東,0,1
2019,1,4,2,2.7,1.9,北北東,0,1
2019,1,4,3,2.0,2.3,北東,0,1
2019,1,4,4,2.1,2.2,北北東,0,1
2019,1,4,5,1.1,1.1,北北東,0,1
2019,1,4,6,0.6,2.2,北北東,0,1
2019,1,4,7,0.5,2.5,北北東,0,1
2019,1,4,8,2.1,2.0,北北東,0,1
2019,1,4,9,4.1,0.9,北西,0,1
2019,1,4,10,6.7,1.1,北東,0,1
2019,1,4,11,8.1,1.3,南南西,0,1
2019,1,4,12,9.1,1.7,北北西,0,1
2019,1,4,13,9.1,1.2,北西,0,1
2019,1,4,14,8.8,1.9,西,0,1
2019,1,4,15,8.4,3.6,南,0,1
2019,1,4,16,7.7,2.8,南南東,0,1
2019,1,4,17,6.3,2.7,南東,0,1
2019,1,4,18,4.8,2.0,南東,0,1
2019,1,4,19,7.5,2.1,南南東,0,1
2019,1,4,20,5.7,1.9,南南東,0,1
2019,1,4,21,6.8,2.2,南南西,0,1
2019,1,4,22,6.4,1.6,西,0,1
2019,1,4,23,5.2,3.3,西北西,0,1
2019,1,4,24,3.4,2.1,西北西,0,1
2019,1,5,1,3.3,1.8,北北西,0,1
2019,1,5,2,2.5,1.3,北北西,0,1
2019,1,5,3,1.5,1.5,西北西,0,1
2019,1,5,4,1.0,0.5,南西,0,1
2019,1,5,5,1.6,1.1,北西,0,1
2019,1,5,6,1.1,0.6,北北西,0,1
2019,1,5,7,1.8,1.2,北北西,0,1
2019,1,5,8,3.4,1.0,北北東,0,1
2019,1,5,9,6.3,0.6,北西,0,1
2019,1,5,10,10.6,0.9,北,0,1
2019,1,5,11,11.5,1.9,西北西,0,1
2019,1,5,12,13.0,2.3,北北西,0,1
2019,1,5,13,13.7,2.6,北西,0,1
2019,1,5,14,13.4,0.6,西北西,0,1
2019,1,5,15,13.4,1.4,南東,0,1
2019,1,5,16,12.0,1.6,南,0,1
2019,1,5,17,11.2,3.1,北西,0,1
2019,1,5,18,10.5,2.3,北西,0,1
2019,1,5,19,9.5,4.6,北北西,0,1
2019,1,5,20,8.4,3.2,北,0,1
2019,1,5,21,7.3,3.4,北北西,0,1
2019,1,5,22,7.1,3.1,北北西,0,1
2019,1,5,23,6.6,3.6,北北西,0,1
2019,1,5,24,6.1,5.1,北,0,1
2019,1,6,1,5.6,3.8,北北西,0,1
2019,1,6,2,4.9,3.3,北,0,1
2019,1,6,3,5.0,4.3,北,0,1
2019,1,6,4,4.6,3.8,北北西,0,1
2019,1,6,5,4.7,3.7,北北西,0,1
2019,1,6,6,4.4,2.1,北,0,1
2019,1,6,7,3.9,2.3,北北東,0,1
2019,1,6,8,3.9,3.2,北東,0,1
2019,1,6,9,4.9,2.6,東北東,0,1
2019,1,6,10,5.1,3.2,北北東,0,1
2019,1,6,11,5.4,2.0,北,0,1
2019,1,6,12,5.8,2.6,北,0,1
2019,1,6,13,6.3,2.1,北北東,0,1
2019,1,6,14,7.6,2.7,北東,0,1
2019,1,6,15,7.3,2.5,北北西,0,1
2019,1,6,16,7.0,4.1,北北西,0,1
2019,1,6,17,6.5,3.5,北北西,0,1
2019,1,6,18,6.4,2.9,北北西,0,1
2019,1,6,19,6.1,3.2,北西,0,1
2019,1,6,20,5.5,4.6,北西,0,1
2019,1,6,21,4.6,2.6,北西,0,1
2019,1,6,22,3.6,3.2,北西,0,1
2019,1,6,23,3.8,3.1,北西,0,1
2019,1,6,24,3.1,2.1,北西,0,1
2019,1,7,1,3.4,3.0,北西,0,1
2019,1,7,2,3.6,2.5,北北西,0,1
2019,1,7,3,2.1,1.6,北西,0,1
2019,1,7,4,1.3,1.9,北西,0,1
2019,1,7,5,0.9,1.6,西北西,0,1
2019,1,7,6,0.9,2.6,北西,0,1
2019,1,7,7,0.6,1.5,西北西,0,1
2019,1,7,8,3.1,2.3,北西,0,1
2019,1,7,9,6.1,3.7,北西,0,1
2019,1,7,10,8.2,4.2,北西,0,1
2019,1,7,11,8.9,4.4,北西,0,1
2019,1,7,12,10.2,4.2,北北西,0,1
2019,1,7,13,9.9,3.6,北西,0,1
2019,1,7,14,10.1,4.1,北北西,0,1
2019,1,7,15,9.8,3.0,北西,0,1
2019,1,7,16,8.8,3.4,北北西,0,1
2019,1,7,17,8.0,1.8,北北西,0,1
2019,1,7,18,6.6,1.9,北西,0,1
2019,1,7,19,6.1,2.1,北北西,0,1
2019,1,7,20,5.8,1.7,北,0,1
2019,1,7,21,4.5,1.0,北,0,1
2019,1,7,22,3.7,0.8,北東,0,1
2019,1,7,23,4.0,1.1,北,0,1
2019,1,7,24,3.5,2.2,北西,0,1
2019,1,8,1,2.5,1.1,北北西,0,1
2019,1,8,2,2.3,2.3,西北西,0,1
2019,1,8,3,1.6,1.4,北西,0,1
2019,1,8,4,2.2,1.5,北西,0,1
2019,1,8,5,1.6,1.1,北北西,0,1
2019,1,8,6,0.8,1.8,北北西,0,1
2019,1,8,7,0.8,1.9,北西,0,1
2019,1,8,8,1.4,2.3,北西,0,1
2019,1,8,9,2.7,3.0,北北西,0,1
2019,1,8,10,4.6,1.6,西北西,0,1
2019,1,8,11,6.2,1.7,西北西,0,1
2019,1,8,12,8.2,1.5,南南東,0,1
2019,1,8,13,9.1,2.7,南南東,0,1
2019,1,8,14,8.8,1.7,南東,0,1
2019,1,8,15,8.9,1.6,東南東,0,1
2019,1,8,16,8.4,1.4,東北東,0,1
2019,1,8,17,6.5,1.5,北北東,0,1
2019,1,8,18,5.9,1.3,北北東,0,1
2019,1,8,19,5.2,0.6,北,0,1
2019,1,8,20,5.4,1.7,北西,0,1
2019,1,8,21,5.1,1.1,北北東,0,1
2019,1,8,22,5.2,1.1,北,0,1
2019,1,8,23,4.8,1.3,北,0,1
2019,1,8,24,3.1,2.2,北西,0,1
2019,1,9,1,3.3,4.1,西北西,0,1
2019,1,9,2,2.4,2.3,北西,0,1
2019,1,9,3,3.5,1.5,北北西,0,1
2019,1,9,4,4.4,3.5,北西,0,1
2019,1,9,5,4.2,3.8,北,0,1
2019,1,9,6,3.8,3.1,北北西,0,1
2019,1,9,7,3.6,5.5,北北西,0,1
2019,1,9,8,4.3,5.8,北西,0,1
2019,1,9,9,5.5,3.5,北西,0,1
2019,1,9,10,6.2,6.3,北西,0,1
2019,1,9,11,6.5,7.7,北西,0,1
2019,1,9,12,6.9,5.9,北西,0,1
2019,1,9,13,7.4,5.7,北西,0,1
2019,1,9,14,7.0,6.6,北西,0,1
2019,1,9,15,6.6,6.7,北西,0,1
2019,1,9,16,6.0,5.5,北西,0,1
2019,1,9,17,5.3,7.4,北西,0,1
2019,1,9,18,4.4,7.4,北西,0,1
2019,1,9,19,4.2,4.3,北西,0,1
2019,1,9,20,3.4,4.2,北西,0,1
2019,1,9,21,3.2,5.0,北西,0,1
2019,1,9,22,2.4,4.6,北西,0,1
2019,1,9,23,2.2,3.9,北西,0,1
2019,1,9,24,1.1,2.6,北西,0,1
2019,1,10,1,1.2,2.7,北西,0,1
2019,1,10,2,0.2,2.0,北西,0,1
2019,1,10,3,0.9,2.7,北,0,1
2019,1,10,4,0.6,1.7,北,0,1
2019,1,10,5,0.1,1.6,北北東,0,1
2019,1,10,6,-0.7,1.6,北北東,0,1
2019,1,10,7,-0.5,2.2,北北西,0,1
2019,1,10,8,0.9,2.4,北北西,0,1
2019,1,10,9,2.7,2.0,北,0,1
2019,1,10,10,3.4,2.6,北北西,0,1
2019,1,10,11,4.0,1.7,北西,0,1
2019,1,10,12,4.7,1.9,北西,0,1
2019,1,10,13,4.6,1.1,北北東,0,1
2019,1,10,14,4.5,2.0,北,0,1
2019,1,10,15,4.9,1.5,北北東,0,1
2019,1,10,16,4.1,1.2,北,0,1
2019,1,10,17,2.3,1.0,北北西,0,1
2019,1,10,18,3.2,1.4,北西,0,1
2019,1,10,19,2.7,1.4,北北西,0,1
2019,1,10,20,1.7,2.4,西北西,0,1
2019,1,10,21,1.2,2.3,西北西,0,1
2019,1,10,22,0.4,1.2,西,0,1
2019,1,10,23,0.6,1.5,西南西,0,1
2019,1,10,24,0.4,0.7,西南西,0,1
2019,1,11,1,0.2,0.9,西北西,0,1
2019,1,11,2,0.5,1.5,南西,0,1
2019,1,11,3,0.6,0.7,東南東,0,1
2019,1,11,4,0.1,1.0,南西,0,1
2019,1,11,5,1.6,1.6,西,0,1
2019,1,11,6,4.1,2.7,北北西,0,1
2019,1,11,7,5.4,4.4,北北西,0,1
2019,1,11,8,6.3,3.3,北北西,0,1
2019,1,11,9,7.8,4.4,北北西,0,1
2019,1,11,10,9.1,5.0,北西,0,1
2019,1,11,11,10.4,4.5,北北西,0,1
2019,1,11,12,11.3,4.4,北北西,0,1
2019,1,11,13,11.8,6.4,北西,0,1
2019,1,11,14,11.4,3.7,北北西,0,1
2019,1,11,15,10.8,2.4,北北西,0,1
2019,1,11,16,9.8,4.1,北西,0,1
2019,1,11,17,9.2,2.1,北西,0,1
2019,1,11,18,8.4,2.8,北北西,0,1
2019,1,11,19,7.5,2.3,北,0,1
2019,1,11,20,6.3,2.0,北,0,1
2019,1,11,21,6.4,1.9,北,0,1
2019,1,11,22,5.3,1.6,北西,0,1
2019,1,11,23,4.6,1.9,北北東,0,1
2019,1,11,24,4.9,1.2,北北西,0,1
2019,1,12,1,4.1,1.4,北北西,0,1
2019,1,12,2,4.2,1.8,北,0,1
2019,1,12,3,4.5,1.9,北北西,0,1
2019,1,12,4,4.8,2.4,北西,0,1
2019,1,12,5,4.4,1.9,北北西,0,1
2019,1,12,6,4.4,2.2,北北西,0,1
2019,1,12,7,4.1,2.5,北北西,0,1
2019,1,12,8,3.9,2.7,北北西,0,1
2019,1,12,9,3.3,3.4,北北西,0,1
2019,1,12,10,3.5,2.5,北,0,1
